impc_parameter_orig_id,parameter_name,parameter_id,param_grouping,procedure_group_id
22707,Tongue,IMPC_BLK_054_001,,46
22708,Sciatic nerve,IMPC_BLK_055_001,,46
22709,Bone,IMPC_BLK_056_001,,46
42223,Alive,IMPC_GEL_001_001,,23
42224,Scored,IMPC_GEL_002_001,,23
42225,Cardiovascular System,IMPC_GEL_003_001,,23
42226,Cardiovascular Development,IMPC_GEL_004_001,,23
42227,Vascular Development,IMPC_GEL_005_001,,23
42228,Pericardium Morphology,IMPC_GEL_006_001,,23
42229,Embryogenesis Phenotype,IMPC_GEL_009_001,,23
42230,Abnormal Gastrulation,IMPC_GEL_010_001,,23
42231,Embryo turning,IMPC_GEL_011_001,,23
42232,Extraembryonic tissue morphology,IMPC_GEL_013_001,,23
42233,Allantois Morphology,IMPC_GEL_014_001,,23
42234,Vitelline vasculature morphology,IMPC_GEL_015_001,,23
42235,Vitelline vein morphology,IMPC_GEL_016_001,,23
42236,Visceral yolk sac morphology,IMPC_GEL_018_001,,23
42237,Chorioallantoic fusion,IMPC_GEL_019_001,,23
42238,Developmental Patterning,IMPC_GEL_020_001,,23
42239,Left-right axis patterning,IMPC_GEL_021_001,,23
42240,Direction of heart looping,IMPC_GEL_022_001,,23
42241,Somite development,IMPC_GEL_023_001,,23
42242,Branchial arch morphology,IMPC_GEL_024_001,,23
42243,Neural fold mophology,IMPC_GEL_025_001,,23
42244,Neural tube morphology/development,IMPC_GEL_026_001,,23
42245,Neural tube closure,IMPC_GEL_027_001,,23
42246,Forebrain,IMPC_GEL_028_001,,23
42247,Midbrain,IMPC_GEL_029_001,,23
42248,Hindbrain,IMPC_GEL_030_001,,23
42249,Spinal cord,IMPC_GEL_031_001,,23
42250,Embryo Size,IMPC_GEL_032_001,,23
42251,Tail bud morphology,IMPC_GEL_033_001,,23
42252,Integument,IMPC_GEL_034_001,,23
42253,Skin Appearance,IMPC_GEL_035_001,,23
42254,Limb Bud Morphology,IMPC_GEL_038_001,,23
42255,Vision/Eye,IMPC_GEL_039_001,,23
42256,Eye development,IMPC_GEL_040_001,,23
42257,Hearing/Vestibular/Ear,IMPC_GEL_041_001,,23
42258,Otic vesicle morphology,IMPC_GEL_042_001,,23
42259,Comment on image,IMPC_GEL_043_001,,23
42260,Images,IMPC_GEL_044_001,,23
42261,Experimenter ID,IMPC_GEL_045_001,,23
42262,Equipment ID,IMPC_GEL_046_001,,23
42263,Equipment Manufacturer,IMPC_GEL_047_001,,23
42264,Equipment Model,IMPC_GEL_048_001,,23
42265,Fixative,IMPC_GEL_049_001,,23
42266,Time of Dissection,IMPC_GEL_050_001,,23
42267,Somite Stage,IMPC_GEL_051_001,,23
42268,Time of dark cycle start,IMPC_GEL_052_001,,23
42269,Time of dark cycle end,IMPC_GEL_053_001,,23
42270,Date equipment last calibrated,IMPC_GEL_054_001,,23
42271,Failure heart looping,IMPC_GEL_007_002,,23
42272,Absent heartbeat,IMPC_GEL_008_002,,23
42273,Incomplete embryo turning,IMPC_GEL_012_002,,23
42274,Pale yolk sac,IMPC_GEL_017_002,,23
42275,Pallor,IMPC_GEL_036_002,,23
42276,Blebs,IMPC_GEL_037_002,,23
42277,Severely Dysmorphic,IMPC_GEL_055_001,,23
35564,Response amplitude - BN,IMPC_ACS_001_001,,1
35565,Response amplitude - PP1,IMPC_ACS_002_001,,1
35566,Response amplitude - PP2,IMPC_ACS_003_001,,1
35567,Response amplitude - PP3,IMPC_ACS_004_001,,1
35568,Response amplitude - PP4,IMPC_ACS_005_001,,1
35569,Response amplitude - S,IMPC_ACS_006_001,,1
35570,Response amplitude - PP1_S,IMPC_ACS_007_001,,1
35571,Response amplitude - PP2_S,IMPC_ACS_008_001,,1
35572,Response amplitude - PP3_S,IMPC_ACS_009_001,,1
35573,Response amplitude - PP4_S,IMPC_ACS_010_001,,1
35574,Light level in chamber,IMPC_ACS_011_001,,1
35575,Experimenter ID,IMPC_ACS_014_001,,1
35576,Startle stimulus,IMPC_ACS_015_001,,1
35577,Background noise,IMPC_ACS_016_001,,1
35578,Pre-pulse stimulus 1,IMPC_ACS_017_001,,1
35579,Pre-pulse stimulus 2,IMPC_ACS_018_001,,1
35580,Pre-pulse stimulus 3,IMPC_ACS_019_001,,1
35581,Pre-pulse stimulus 4,IMPC_ACS_020_001,,1
35582,Inter-trial interval,IMPC_ACS_021_001,,1
35583,Number of trials,IMPC_ACS_022_001,,1
35584,In-chamber adapt time,IMPC_ACS_023_001,,1
35585,Stimulus order,IMPC_ACS_024_001,,1
35586,Mouse chamber ID,IMPC_ACS_025_001,,1
35587,Equipment ID,IMPC_ACS_026_001,,1
35588,Equipment manufacturer,IMPC_ACS_027_001,,1
35589,Equipment model,IMPC_ACS_028_001,,1
35590,Software version,IMPC_ACS_029_001,,1
35591,Mouse chamber dimension,IMPC_ACS_030_001,,1
35592,Sound generator manufacturer,IMPC_ACS_031_001,,1
35593,Sound-proof box dimension,IMPC_ACS_032_001,,1
35594,% Pre-pulse inhibition - PPI1,IMPC_ACS_033_001,,1
35595,% Pre-pulse inhibition - PPI2,IMPC_ACS_034_001,,1
35596,% Pre-pulse inhibition - PPI3,IMPC_ACS_035_001,,1
35597,% Pre-pulse inhibition - PPI4,IMPC_ACS_036_001,,1
35598,% Pre-pulse inhibition - Global,IMPC_ACS_037_001,,1
35599,Date equipment last calibrated,IMPC_ACS_038_001,,1
35600,Inter PP-S stimulus interval,IMPC_ACS_013_001,,1
35601,Sound generator model,IMPC_ACS_039_001,,1
35602,Acoustic startle response measure,IMPC_ACS_040_001,,1
42538,Pericardium Morphology,IMPC_GEL_006_001,,23
42539,Embryo turning,IMPC_GEL_011_001,,23
42540,Allantois Morphology,IMPC_GEL_014_001,,23
42541,Vitelline vasculature morphology,IMPC_GEL_015_001,,23
42542,Visceral yolk sac morphology,IMPC_GEL_018_001,,23
42543,Chorioallantoic fusion,IMPC_GEL_019_001,,23
42544,Branchial arch morphology,IMPC_GEL_024_001,,23
42545,Neural tube closure,IMPC_GEL_027_001,,23
42546,Forebrain,IMPC_GEL_028_001,,23
42547,Midbrain,IMPC_GEL_029_001,,23
42548,Hindbrain,IMPC_GEL_030_001,,23
42549,Embryo Size,IMPC_GEL_032_001,,23
42550,Tail bud morphology,IMPC_GEL_033_001,,23
42551,Limb Bud Morphology,IMPC_GEL_038_001,,23
42552,Otic vesicle morphology,IMPC_GEL_042_001,,23
42553,Comment on image,IMPC_GEL_043_001,,23
42554,Images,IMPC_GEL_044_001,,23
42555,Experimenter ID,IMPC_GEL_045_001,,23
42556,Equipment ID,IMPC_GEL_046_001,,23
42557,Equipment Manufacturer,IMPC_GEL_047_001,,23
42558,Equipment Model,IMPC_GEL_048_001,,23
42559,Fixative,IMPC_GEL_049_001,,23
42560,Time of Dissection,IMPC_GEL_050_001,,23
42561,Somite Stage,IMPC_GEL_051_001,,23
42562,Time of dark cycle start,IMPC_GEL_052_001,,23
42563,Time of dark cycle end,IMPC_GEL_053_001,,23
42564,Date equipment last calibrated,IMPC_GEL_054_001,,23
42565,Pale yolk sac,IMPC_GEL_017_002,,23
42566,Pallor,IMPC_GEL_036_002,,23
42567,Blebs,IMPC_GEL_037_002,,23
42568,Severely Dysmorphic,IMPC_GEL_055_001,,23
42569,Edema,IMPC_GEL_056_001,,23
42570,Heart looping,IMPC_GEL_057_001,,23
42571,Heart morphology,IMPC_GEL_058_001,,23
42572,Hemorrhage,IMPC_GEL_059_001,,23
42573,Neural tube morphology,IMPC_GEL_060_001,,23
42574,Optic vesicle morphology,IMPC_GEL_061_001,,23
42575,CRL,IMPC_GEL_062_001,,23
42576,Delayed embryonic development,IMPC_GEL_063_001,,23
42577,Somite Morphology,IMPC_GEL_064_001,,23
42578,Left-right axis patterning,IMPC_GEL_065_001,,23
42579,Vascular morphology,IMPC_GEL_066_001,,23
23608,Brain - MPATH diagnostic term,IMPC_HIS_001_001,,31
23609,Brain - Free text diagnostic term,IMPC_HIS_002_001,,31
23610,Brain - MPATH process term,IMPC_HIS_003_001,,31
23611,Brain - Severity score,IMPC_HIS_004_001,,31
23612,Brain - Descriptor PATO,IMPC_HIS_005_001,,31
23613,Brain - Description,IMPC_HIS_006_001,,31
23614,Eye with optic nerve - MPATH diagnostic term,IMPC_HIS_007_001,,31
23615,Eye with optic nerve - Free text diagnostic term,IMPC_HIS_008_001,,31
23616,Eye with optic nerve - MPATH process term,IMPC_HIS_009_001,,31
23617,Eye with optic nerve - Severity score,IMPC_HIS_010_001,,31
23618,Eye with optic nerve - Descriptor PATO,IMPC_HIS_011_001,,31
23619,Eye with optic nerve - Description,IMPC_HIS_012_001,,31
23620,Spinal cord - MPATH diagnostic term,IMPC_HIS_013_001,,31
23621,Spinal cord - Free text diagnostic term,IMPC_HIS_014_001,,31
23622,Spinal cord - MPATH process term,IMPC_HIS_015_001,,31
23623,Spinal cord - Severity score,IMPC_HIS_016_001,,31
23624,Spinal cord - Descriptor PATO,IMPC_HIS_017_001,,31
23625,Spinal cord - Description,IMPC_HIS_018_001,,31
23626,Thymus - MPATH diagnostic term,IMPC_HIS_019_001,,31
23627,Thymus - Free text diagnostic term,IMPC_HIS_020_001,,31
23628,Thymus - MPATH process term,IMPC_HIS_021_001,,31
23629,Thymus - Severity score,IMPC_HIS_022_001,,31
23630,Thymus - Descriptor PATO,IMPC_HIS_023_001,,31
23631,Thymus - Description,IMPC_HIS_024_001,,31
23632,Thyroid - MPATH diagnostic term,IMPC_HIS_025_001,,31
23633,Thyroid - Free text diagnostic term,IMPC_HIS_026_001,,31
23634,Thyroid - MPATH process term,IMPC_HIS_027_001,,31
23635,Thyroid - Severity score,IMPC_HIS_028_001,,31
23636,Thyroid - Descriptor PATO,IMPC_HIS_029_001,,31
23637,Thyroid - Description,IMPC_HIS_030_001,,31
23638,Heart - MPATH diagnostic term,IMPC_HIS_031_001,,31
23639,Heart - Free text diagnostic term,IMPC_HIS_032_001,,31
23640,Heart - MPATH process term,IMPC_HIS_033_001,,31
23641,Heart - Severity score,IMPC_HIS_034_001,,31
23642,Heart - Descriptor PATO,IMPC_HIS_035_001,,31
23643,Heart - Description,IMPC_HIS_036_001,,31
23644,Trachea - MPATH diagnostic term,IMPC_HIS_037_001,,31
23645,Trachea - Free text diagnostic term,IMPC_HIS_038_001,,31
23646,Trachea - MPATH process term,IMPC_HIS_039_001,,31
23647,Trachea - Severity score,IMPC_HIS_040_001,,31
23648,Trachea - Descriptor PATO,IMPC_HIS_041_001,,31
23649,Trachea - Description,IMPC_HIS_042_001,,31
23650,Esophagus - MPATH diagnostic term,IMPC_HIS_043_001,,31
23651,Esophagus - Free text diagnostic term,IMPC_HIS_044_001,,31
23652,Esophagus - MPATH process term,IMPC_HIS_045_001,,31
23653,Esophagus - Severity score,IMPC_HIS_046_001,,31
23654,Esophagus - Descriptor PATO,IMPC_HIS_047_001,,31
23655,Esophagus - Description,IMPC_HIS_048_001,,31
23656,Lung - MPATH diagnostic term,IMPC_HIS_049_001,,31
23657,Lung - Free text diagnostic term,IMPC_HIS_050_001,,31
23658,Lung - MPATH process term,IMPC_HIS_051_001,,31
23659,Lung - Severity score,IMPC_HIS_052_001,,31
23660,Lung - Descriptor PATO,IMPC_HIS_053_001,,31
23661,Lung - Description,IMPC_HIS_054_001,,31
23662,Liver - MPATH diagnostic term,IMPC_HIS_055_001,,31
23663,Liver - Free text diagnostic term,IMPC_HIS_056_001,,31
23664,Liver - MPATH process term,IMPC_HIS_057_001,,31
23665,Liver - Severity score,IMPC_HIS_058_001,,31
23666,Liver - Descriptor PATO,IMPC_HIS_059_001,,31
23667,Liver - Description,IMPC_HIS_060_001,,31
23668,Gall bladder - MPATH diagnostic term,IMPC_HIS_061_001,,31
23669,Gall bladder - Free text diagnostic term,IMPC_HIS_062_001,,31
23670,Gall bladder - MPATH process term,IMPC_HIS_063_001,,31
23671,Gall bladder - Severity score,IMPC_HIS_064_001,,31
23672,Gall bladder - Descriptor PATO,IMPC_HIS_065_001,,31
23673,Gall bladder - Description,IMPC_HIS_066_001,,31
23674,Stomach - MPATH diagnostic term,IMPC_HIS_067_001,,31
23675,Stomach - Free text diagnostic term,IMPC_HIS_068_001,,31
23676,Stomach - MPATH process term,IMPC_HIS_069_001,,31
23677,Stomach - Severity score,IMPC_HIS_070_001,,31
23678,Stomach - Descriptor PATO,IMPC_HIS_071_001,,31
23679,Stomach - Description,IMPC_HIS_072_001,,31
23680,Small intestine - MPATH diagnostic term,IMPC_HIS_073_001,,31
23681,Small intestine - Free text diagnostic term,IMPC_HIS_074_001,,31
23682,Small intestine - MPATH process term,IMPC_HIS_075_001,,31
23683,Small intestine - Severity score,IMPC_HIS_076_001,,31
23684,Small intestine - Descriptor PATO,IMPC_HIS_077_001,,31
23685,Small intestine - Description,IMPC_HIS_078_001,,31
23686,Large intestine - MPATH diagnostic term,IMPC_HIS_079_001,,31
23687,Large intestine - Free text diagnostic term,IMPC_HIS_080_001,,31
23688,Large intestine - MPATH process term,IMPC_HIS_081_001,,31
23689,Large intestine - Severity score,IMPC_HIS_082_001,,31
23690,Large intestine - Descriptor PATO,IMPC_HIS_083_001,,31
23691,Large intestine - Description,IMPC_HIS_084_001,,31
23692,Pancreas - MPATH diagnostic term,IMPC_HIS_085_001,,31
23693,Pancreas - Free text diagnostic term,IMPC_HIS_086_001,,31
23694,Pancreas - MPATH process term,IMPC_HIS_087_001,,31
23695,Pancreas - Severity score,IMPC_HIS_088_001,,31
23696,Pancreas - Descriptor PATO,IMPC_HIS_089_001,,31
23697,Pancreas - Description,IMPC_HIS_090_001,,31
23698,Spleen - MPATH diagnostic term,IMPC_HIS_091_001,,31
23699,Spleen - Free text diagnostic term,IMPC_HIS_092_001,,31
23700,Spleen - MPATH process term,IMPC_HIS_093_001,,31
23701,Spleen - Severity score,IMPC_HIS_094_001,,31
23702,Spleen - Descriptor PATO,IMPC_HIS_095_001,,31
23703,Spleen - Description,IMPC_HIS_096_001,,31
23704,Kidney - MPATH diagnostic term,IMPC_HIS_097_001,,31
23705,Kidney - Free text diagnostic term,IMPC_HIS_098_001,,31
23706,Kidney - MPATH process term,IMPC_HIS_099_001,,31
23707,Kidney - Severity score,IMPC_HIS_100_001,,31
23708,Kidney - Descriptor PATO,IMPC_HIS_101_001,,31
23709,Kidney - Description,IMPC_HIS_102_001,,31
23710,Adrenal gland - MPATH diagnostic term,IMPC_HIS_103_001,,31
23711,Adrenal gland - Free text diagnostic term,IMPC_HIS_104_001,,31
23712,Adrenal gland - MPATH process term,IMPC_HIS_105_001,,31
23713,Adrenal gland - Severity score,IMPC_HIS_106_001,,31
23714,Adrenal gland - Descriptor PATO,IMPC_HIS_107_001,,31
23715,Adrenal gland - Description,IMPC_HIS_108_001,,31
23716,Mammary gland - MPATH diagnostic term,IMPC_HIS_109_001,,31
23717,Mammary gland - Free text diagnostic term,IMPC_HIS_110_001,,31
23718,Mammary gland - MPATH process term,IMPC_HIS_111_001,,31
23719,Mammary gland - Severity score,IMPC_HIS_112_001,,31
23720,Mammary gland - Descriptor PATO,IMPC_HIS_113_001,,31
23721,Mammary gland - Description,IMPC_HIS_114_001,,31
23722,Lymph node - MPATH diagnostic term,IMPC_HIS_115_001,,31
23723,Lymph node - Free text diagnostic term,IMPC_HIS_116_001,,31
23724,Lymph node - MPATH process term,IMPC_HIS_117_001,,31
23725,Lymph node - Severity score,IMPC_HIS_118_001,,31
23726,Lymph node - Descriptor PATO,IMPC_HIS_119_001,,31
23727,Lymph node - Description,IMPC_HIS_120_001,,31
23728,Skin - MPATH diagnostic term,IMPC_HIS_121_001,,31
23729,Skin - Free text diagnostic term,IMPC_HIS_122_001,,31
23730,Skin - MPATH process term,IMPC_HIS_123_001,,31
23731,Skin - Severity score,IMPC_HIS_124_001,,31
23732,Skin - Descriptor PATO,IMPC_HIS_125_001,,31
23733,Skin - Description,IMPC_HIS_126_001,,31
23734,Skeletal muscle - MPATH diagnostic term,IMPC_HIS_127_001,,31
23735,Skeletal muscle - Free text diagnostic term,IMPC_HIS_128_001,,31
23736,Skeletal muscle - MPATH process term,IMPC_HIS_129_001,,31
23737,Skeletal muscle - Severity score,IMPC_HIS_130_001,,31
23738,Skeletal muscle - Descriptor PATO,IMPC_HIS_131_001,,31
23739,Skeletal muscle - Description,IMPC_HIS_132_001,,31
23740,Urinary bladder - MPATH diagnostic term,IMPC_HIS_133_001,,31
23741,Urinary bladder - Free text diagnostic term,IMPC_HIS_134_001,,31
23742,Urinary bladder - MPATH process term,IMPC_HIS_135_001,,31
23743,Urinary bladder - Severity score,IMPC_HIS_136_001,,31
23744,Urinary bladder - Descriptor PATO,IMPC_HIS_137_001,,31
23745,Urinary bladder - Description,IMPC_HIS_138_001,,31
23746,Testes - MPATH diagnostic term,IMPC_HIS_139_001,,31
23747,Testes - Free text diagnostic term,IMPC_HIS_140_001,,31
23748,Testes - MPATH process term,IMPC_HIS_141_001,,31
23749,Testes - Severity score,IMPC_HIS_142_001,,31
23750,Testes - Descriptor PATO,IMPC_HIS_143_001,,31
23751,Testes - Description,IMPC_HIS_144_001,,31
23752,Epididymis - MPATH diagnostic term,IMPC_HIS_145_001,,31
23753,Epididymis - Free text diagnostic term,IMPC_HIS_146_001,,31
23754,Epididymis - MPATH process term,IMPC_HIS_147_001,,31
23755,Epididymis - Severity score,IMPC_HIS_148_001,,31
23756,Epididymis - Descriptor PATO,IMPC_HIS_149_001,,31
23757,Epididymis - Description,IMPC_HIS_150_001,,31
23758,Prostate - MPATH diagnostic term,IMPC_HIS_151_001,,31
23759,Prostate - Free text diagnostic term,IMPC_HIS_152_001,,31
23760,Prostate - MPATH process term,IMPC_HIS_153_001,,31
23761,Prostate - Severity score,IMPC_HIS_154_001,,31
23762,Prostate - Descriptor PATO,IMPC_HIS_155_001,,31
23763,Prostate - Description,IMPC_HIS_156_001,,31
23764,Seminal vesicle - MPATH diagnostic term,IMPC_HIS_157_001,,31
23765,Seminal vesicle - Free text diagnostic term,IMPC_HIS_158_001,,31
23766,Seminal vesicle - MPATH process term,IMPC_HIS_159_001,,31
23767,Seminal vesicle - Severity score,IMPC_HIS_160_001,,31
23768,Seminal vesicle - Descriptor PATO,IMPC_HIS_161_001,,31
23769,Seminal vesicle - Description,IMPC_HIS_162_001,,31
23770,Ovary - MPATH diagnostic term,IMPC_HIS_163_001,,31
23771,Ovary - Free text diagnostic term,IMPC_HIS_164_001,,31
23772,Ovary - MPATH process term,IMPC_HIS_165_001,,31
23773,Ovary - Severity score,IMPC_HIS_166_001,,31
23774,Ovary - Descriptor PATO,IMPC_HIS_167_001,,31
23775,Ovary - Description,IMPC_HIS_168_001,,31
23776,Uterus - MPATH diagnostic term,IMPC_HIS_169_001,,31
23777,Uterus - Free text diagnostic term,IMPC_HIS_170_001,,31
23778,Uterus - MPATH process term,IMPC_HIS_171_001,,31
23779,Uterus - Severity score,IMPC_HIS_172_001,,31
23780,Uterus - Descriptor PATO,IMPC_HIS_173_001,,31
23781,Uterus - Description,IMPC_HIS_174_001,,31
23782,Stain,IMPC_HIS_175_001,,31
23783,Section thickness,IMPC_HIS_176_001,,31
23784,Images,IMPC_HIS_177_001,,31
23785,Severity maximum score,IMPC_HIS_178_001,,31
23786,Brain - Significance score,IMPC_HIS_179_001,,31
23787,Eye with optic nerve - Significance score,IMPC_HIS_180_001,,31
23788,Spinal cord - Significance score,IMPC_HIS_181_001,,31
23789,Thymus - Significance score,IMPC_HIS_182_001,,31
23790,Thyroid - Significance score,IMPC_HIS_183_001,,31
23791,Heart - Significance score,IMPC_HIS_184_001,,31
23792,Trachea - Significance score,IMPC_HIS_185_001,,31
23793,Esophagus - Significance score,IMPC_HIS_186_001,,31
23794,Lung - Significance score,IMPC_HIS_187_001,,31
23795,Liver - Significance score,IMPC_HIS_188_001,,31
23796,Gall bladder - Significance score,IMPC_HIS_189_001,,31
23797,Stomach - Significance score,IMPC_HIS_190_001,,31
23798,Small intestine - Significance score,IMPC_HIS_191_001,,31
23799,Large intestine - Significance score,IMPC_HIS_192_001,,31
23800,Pancreas - Significance score,IMPC_HIS_193_001,,31
23801,Spleen - Significance score,IMPC_HIS_194_001,,31
23802,Kidney - Significance score,IMPC_HIS_195_001,,31
23803,Adrenal gland - Significance score,IMPC_HIS_196_001,,31
23804,Mammary gland - Significance score,IMPC_HIS_197_001,,31
23805,Lymph node - Significance score,IMPC_HIS_198_001,,31
23806,Skin - Significance score,IMPC_HIS_199_001,,31
23807,Skeletal muscle - Significance score,IMPC_HIS_200_001,,31
23808,Urinary bladder - Significance score,IMPC_HIS_201_001,,31
23809,Testes - Significance score,IMPC_HIS_202_001,,31
23810,Epididymis - Significance score,IMPC_HIS_203_001,,31
23811,Prostate - Significance score,IMPC_HIS_204_001,,31
23812,Seminal vesicle - Significance score,IMPC_HIS_205_001,,31
23813,Ovary - Significance score,IMPC_HIS_206_001,,31
23814,Uterus - Significance score,IMPC_HIS_207_001,,31
23815,Experimenter ID,IMPC_HIS_208_001,,31
23816,Salivary gland - MPATH diagnostic term,IMPC_HIS_209_001,,31
23817,Salivary gland - Free text diagnostic term,IMPC_HIS_210_001,,31
23818,Salivary gland - MPATH process term,IMPC_HIS_211_001,,31
23819,Salivary gland - Severity score,IMPC_HIS_212_001,,31
23820,Salivary gland - Descriptor PATO,IMPC_HIS_213_001,,31
23821,Salivary gland - Description,IMPC_HIS_214_001,,31
23822,Salivary gland - Significance score,IMPC_HIS_215_001,,31
23823,Sternum - MPATH diagnostic term,IMPC_HIS_216_001,,31
23824,Sternum - Free text diagnostic term,IMPC_HIS_217_001,,31
23825,Sternum - MPATH process term,IMPC_HIS_218_001,,31
23826,Sternum - Severity score,IMPC_HIS_219_001,,31
23827,Sternum - Descriptor PATO,IMPC_HIS_220_001,,31
23828,Sternum - Description,IMPC_HIS_221_001,,31
23829,Sternum - Significance score,IMPC_HIS_222_001,,31
23830,Femur - MPATH diagnostic term,IMPC_HIS_223_001,,31
23831,Femur - Free text diagnostic term,IMPC_HIS_224_001,,31
23832,Femur - MPATH process term,IMPC_HIS_225_001,,31
23833,Femur - Severity score,IMPC_HIS_226_001,,31
23834,Femur - Descriptor PATO,IMPC_HIS_227_001,,31
23835,Femur - Description,IMPC_HIS_228_001,,31
23836,Femur - Significance score,IMPC_HIS_229_001,,31
23837,Bone marrow - MPATH diagnostic term,IMPC_HIS_230_001,,31
23838,Bone marrow - Free text diagnostic term,IMPC_HIS_231_001,,31
23839,Bone marrow - MPATH process term,IMPC_HIS_232_001,,31
23840,Bone marrow - Severity score,IMPC_HIS_233_001,,31
23841,Bone marrow - Descriptor PATO,IMPC_HIS_234_001,,31
23842,Bone marrow - Description,IMPC_HIS_235_001,,31
23843,Bone marrow - Significance score,IMPC_HIS_236_001,,31
23844,Brown adipose tissue - MPATH diagnostic term,IMPC_HIS_237_001,,31
23845,Brown adipose tissue - Free text diagnostic term,IMPC_HIS_238_001,,31
23846,Brown adipose tissue - MPATH process term,IMPC_HIS_239_001,,31
23847,Brown adipose tissue - Severity score,IMPC_HIS_240_001,,31
23848,Brown adipose tissue - Descriptor PATO,IMPC_HIS_241_001,,31
23849,Brown adipose tissue - Description,IMPC_HIS_242_001,,31
23850,Brown adipose tissue - Significance score,IMPC_HIS_243_001,,31
23851,Tibia - MPATH diagnostic term,IMPC_HIS_244_001,,31
23852,Tibia - Free text diagnostic term,IMPC_HIS_245_001,,31
23853,Tibia - MPATH process term,IMPC_HIS_246_001,,31
23854,Tibia - Severity score,IMPC_HIS_247_001,,31
23855,Tibia - Descriptor PATO,IMPC_HIS_248_001,,31
23856,Tibia - Description,IMPC_HIS_249_001,,31
23857,Tibia - Significance score,IMPC_HIS_250_001,,31
23858,Knee joint - MPATH diagnostic term,IMPC_HIS_251_001,,31
23859,Knee joint - Free text diagnostic term,IMPC_HIS_252_001,,31
23860,Knee joint - MPATH process term,IMPC_HIS_253_001,,31
23861,Knee joint - Severity score,IMPC_HIS_254_001,,31
23862,Knee joint - Descriptor PATO,IMPC_HIS_255_001,,31
23863,Knee joint - Description,IMPC_HIS_256_001,,31
23864,Knee joint - Significance score,IMPC_HIS_257_001,,31
23865,Trigeminal V nerve - MPATH diagnostic term,IMPC_HIS_258_001,,31
23866,Trigeminal V nerve - Free text diagnostic term,IMPC_HIS_259_001,,31
23867,Trigeminal V nerve - MPATH process term,IMPC_HIS_260_001,,31
23868,Trigeminal V nerve - Severity score,IMPC_HIS_261_001,,31
23869,Trigeminal V nerve - Descriptor PATO,IMPC_HIS_262_001,,31
23870,Trigeminal V nerve - Description,IMPC_HIS_263_001,,31
23871,Trigeminal V nerve - Significance score,IMPC_HIS_264_001,,31
23872,Nasal cavity - MPATH diagnostic term,IMPC_HIS_265_001,,31
23873,Nasal cavity - Free text diagnostic term,IMPC_HIS_266_001,,31
23874,Nasal cavity - MPATH process term,IMPC_HIS_267_001,,31
23875,Nasal cavity - Severity score,IMPC_HIS_268_001,,31
23876,Nasal cavity - Descriptor PATO,IMPC_HIS_269_001,,31
23877,Nasal cavity - Description,IMPC_HIS_270_001,,31
23878,Nasal cavity - Significance score,IMPC_HIS_271_001,,31
23879,Ear - MPATH diagnostic term,IMPC_HIS_272_001,,31
23880,Ear - Free text diagnostic term,IMPC_HIS_273_001,,31
23881,Ear - MPATH process term,IMPC_HIS_274_001,,31
23882,Ear - Severity score,IMPC_HIS_275_001,,31
23883,Ear - Descriptor PATO,IMPC_HIS_276_001,,31
23884,Ear - Description,IMPC_HIS_277_001,,31
23885,Ear - Significance score,IMPC_HIS_278_001,,31
23886,Tooth - MPATH diagnostic term,IMPC_HIS_279_001,,31
23887,Tooth - Free text diagnostic term,IMPC_HIS_280_001,,31
23888,Tooth - MPATH process term,IMPC_HIS_281_001,,31
23889,Tooth - Severity score,IMPC_HIS_282_001,,31
23890,Tooth - Descriptor PATO,IMPC_HIS_283_001,,31
23891,Tooth - Description,IMPC_HIS_284_001,,31
23892,Tooth - Significance score,IMPC_HIS_285_001,,31
23893,Tongue - MPATH diagnostic term,IMPC_HIS_286_001,,31
23894,Tongue - Free text diagnostic term,IMPC_HIS_287_001,,31
23895,Tongue - MPATH process term,IMPC_HIS_288_001,,31
23896,Tongue - Severity score,IMPC_HIS_289_001,,31
23897,Tongue - Descriptor PATO,IMPC_HIS_290_001,,31
23898,Tongue - Description,IMPC_HIS_291_001,,31
23899,Tongue - Significance score,IMPC_HIS_292_001,,31
23900,Sciatic nerve - MPATH diagnostic term,IMPC_HIS_293_001,,31
23901,Sciatic nerve - Free text diagnostic term,IMPC_HIS_294_001,,31
23902,Sciatic nerve - MPATH process term,IMPC_HIS_295_001,,31
23903,Sciatic nerve - Severity score,IMPC_HIS_296_001,,31
23904,Sciatic nerve - Descriptor PATO,IMPC_HIS_297_001,,31
23905,Sciatic nerve - Description,IMPC_HIS_298_001,,31
23906,Sciatic nerve - Significance score,IMPC_HIS_299_001,,31
23907,Brain,IMPC_HIS_300_001,,31
23908,Eye with optic nerve,IMPC_HIS_301_001,,31
23909,Spinal cord,IMPC_HIS_302_001,,31
23910,Thymus,IMPC_HIS_303_001,,31
23911,Thyroid,IMPC_HIS_304_001,,31
23912,Heart,IMPC_HIS_305_001,,31
23913,Trachea,IMPC_HIS_306_001,,31
23914,Esophagus,IMPC_HIS_307_001,,31
23915,Lung,IMPC_HIS_308_001,,31
23916,Liver,IMPC_HIS_309_001,,31
23917,Gall bladder,IMPC_HIS_310_001,,31
23918,Stomach,IMPC_HIS_311_001,,31
23919,Small intestine,IMPC_HIS_312_001,,31
23920,Large intestine,IMPC_HIS_313_001,,31
23921,Pancreas,IMPC_HIS_314_001,,31
23922,Spleen,IMPC_HIS_315_001,,31
23923,Kidney,IMPC_HIS_316_001,,31
